"uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","geodeticDatum","elevation","elevationUncertainty","aquaticSiteType","startDate","collectDate","eventID","sampleID","sampleCode","samplingProtocolVersion","samplingImpractical","samplerType","towsTrapsNumber","towsTrapsVolume","zooDepth1","zooDepth2","zooDepth3","remarks","recordedBy","collectedBy"
"72777252-f4fd-4a50-b45b-71460e2adef6","D09","PRPO","PRPO.AOS.buoy.c0",47.130692,-99.253482,10,10,"WGS84",590,10,"lake","2017-07-17T14:03Z","2017-07-17T14:03Z","PRPO.20170717","PRPO.20170717.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",3,36,0.5,1.1,1.6,NA,"LLgkWd4CyyLi4IWRmtjAwduho90tSdzdl4CtOL/3ZgM=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"0ce1ca7c-b9c7-4c4a-ad1f-a933d140ac96","D09","PRPO","PRPO.AOS.inlet",47.129671,-99.254694,0.1,10,"WGS84",591,0,"lake","2017-07-17T14:03Z","2017-07-17T14:03Z","PRPO.20170717","PRPO.20170717.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,NA,"LLgkWd4CyyLi4IWRmtjAwduho90tSdzdl4CtOL/3ZgM=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"d7fb5436-cf1b-4efd-9b7b-fccd2b051051","D09","PRPO","PRPO.AOS.outlet",47.131108,-99.250809,0.1,10,"WGS84",591.2,0,"lake","2017-07-17T14:03Z","2017-07-17T14:03Z","PRPO.20170717","PRPO.20170717.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"LLgkWd4CyyLi4IWRmtjAwduho90tSdzdl4CtOL/3ZgM=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"e66edb17-9b54-4280-9c44-2a5423c6a168","D09","PRPO","PRPO.AOS.buoy.c0",47.130692,-99.253482,10,10,"WGS84",590,10,"lake","2017-09-18T14:03Z","2017-09-18T14:03Z","PRPO.20170918","PRPO.20170918.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",3,36,0.5,1,1.4,NA,"ippAM7hgZZN9yeJU5Ijf8F5YDP8RekccKAsKIg9hHLs=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"0d2172ae-95f6-4e5b-b351-c660785c26da","D09","PRPO","PRPO.AOS.inlet",47.129671,-99.254694,0.1,10,"WGS84",591,0,"lake","2017-09-18T14:03Z","2017-09-18T14:03Z","PRPO.20170918","PRPO.20170918.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"ippAM7hgZZN9yeJU5Ijf8F5YDP8RekccKAsKIg9hHLs=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"8f027f48-1bc0-4951-a053-bb7c65d116d4","D09","PRPO","PRPO.AOS.outlet",47.131108,-99.250809,0.1,10,"WGS84",591.2,0,"lake","2017-09-18T14:03Z","2017-09-18T14:03Z","PRPO.20170918","PRPO.20170918.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,NA,"ippAM7hgZZN9yeJU5Ijf8F5YDP8RekccKAsKIg9hHLs=","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"72d6ba89-84f3-4850-aeb8-68201a0af422","D18","TOOK","TOOK.AOS.buoy.c0",68.630699,-149.611405,10,10,"WGS84",715,10,"lake","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810","TOOK.20160810.TOW NET.1",NA,"NEON.DOC.001194vE",NA,"tow net",2,2701,18.5,18.5,NA,"","9tyDtYWrddykkp/4aSTvpSEVYHdyPPZZ","ZxyPXlkHc9aZKanst/6P7MIzk5z+9DHi"
"f9ce9ca4-241e-4282-b208-73bb618e69ce","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,0.1,10,"WGS84",717.3,0,"lake","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810","TOOK.20160810.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"Alt Sampling Location: 68.62569, 149.59813","9tyDtYWrddykkp/4aSTvpSEVYHdyPPZZ","ZxyPXlkHc9aZKanst/6P7MIzk5z+9DHi"
"12566ae0-9fdb-4439-96af-6f95ffeb96c9","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,0.1,10,"WGS84",717,0,"lake","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810","TOOK.20160810.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"Alt Sampling location: 68.64052, 149.59557","9tyDtYWrddykkp/4aSTvpSEVYHdyPPZZ","ZxyPXlkHc9aZKanst/6P7MIzk5z+9DHi"
"a9341d39-abfc-4951-ae87-f4dbfaf1c561","D18","TOOK","TOOK.AOS.buoy.c0",68.630699,-149.611405,10,10,"WGS84",715,10,"lake","2017-06-26T00:42Z","2017-06-26T00:42Z","TOOK.20170625","TOOK.20170625.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1423.5,19.5,NA,NA,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"c01a2179-6125-4e2c-ae34-997bf76763b1","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,0.1,10,"WGS84",717.3,0,"lake","2017-06-26T00:42Z","2017-06-26T00:42Z","TOOK.20170625","TOOK.20170625.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1,NA,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"0ad1d266-c4c2-4428-83f6-282cf2cba91f","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,0.1,10,"WGS84",717,0,"lake","2017-06-26T00:42Z","2017-06-26T00:42Z","TOOK.20170625","TOOK.20170625.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",3,36,0.5,1.3,2,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"ae3a3abd-84ed-4690-8bda-eb0fb80d4723","D18","TOOK","TOOK.AOS.buoy.c0",68.630699,-149.611405,10,10,"WGS84",715,10,"lake","2017-07-26T23:06Z","2017-07-26T23:06Z","TOOK.20170726","TOOK.20170726.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1387,19,NA,NA,"","xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"469b144b-9757-4db7-987f-41e3c20f484d","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,0.1,10,"WGS84",717.3,0,"lake","2017-07-26T23:06Z","2017-07-26T23:06Z","TOOK.20170726","TOOK.20170726.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"Alternate sampling location N68.62557 W 149.69821","xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"1b9c44be-2294-46ca-b8fb-29e136cfbbcd","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,0.1,10,"WGS84",717,0,"lake","2017-07-26T23:06Z","2017-07-26T23:06Z","TOOK.20170726","TOOK.20170726.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1,NA,"","xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"8462862b-578a-4837-acfe-378939a78ad2","D18","TOOK","TOOK.AOS.buoy.c0",68.630699,-149.611405,10,10,"WGS84",715,10,"lake","2017-09-07T00:53Z","2017-09-07T00:53Z","TOOK.20170906","TOOK.20170906.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1387,19,NA,NA,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"2fcd9fee-3316-42e2-826a-57394b57771c","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,0.1,10,"WGS84",717.3,0,"lake","2017-09-07T00:53Z","2017-09-07T00:53Z","TOOK.20170906","TOOK.20170906.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,1,1,NA,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
"292d1fb0-b0b7-4457-a424-3df1521504be","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,0.1,10,"WGS84",717,0,"lake","2017-09-07T00:53Z","2017-09-07T00:53Z","TOOK.20170906","TOOK.20170906.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,1,1,NA,NA,"xIt9ybNkjihQCNSGffGdH8BJXo6VVNxB","auwO1AdYG0l146shVrCiDwc9PpewLoCR/eZwBXijayw="
