"uid","domainID","siteID","namedLocation","startDate","collectDate","sampleID","sampleCode","scientificName","morphospeciesID","referenceCount","referenceID","referenceCode","laboratoryName"
"3b87c9c0-7238-4a3b-91a7-605d50c7c77a","D05","CRAM","CRAM.AOS.inlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.2",NA,"Lecane sp.",NA,1,NA,NA,"GEI Consultants Inc."
"850d5be9-899a-4a04-97a1-1712d7f1ee71","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Holopedium gibberum",NA,1,NA,NA,"GEI Consultants Inc."
"47e99420-f9a7-4c10-a8eb-3c2b1667bf28","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Leptodiaptomus minutus",NA,1,NA,NA,"GEI Consultants Inc."
"4dd02be4-c2e7-4b1b-92bd-ebc2341c375a","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Conochiloides sp.",NA,1,NA,NA,"GEI Consultants Inc."
"6ffd29d7-d1f6-42e8-b317-876c2c138def","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Keratella taurocephala",NA,1,NA,NA,"GEI Consultants Inc."
"747a0e27-92b4-47fe-86d0-d01bf25ec23e","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Bosmina longirostris",NA,1,NA,NA,"GEI Consultants Inc."
"fff5d644-7fac-4911-8381-abcbfd9ad774","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Macrothricidae sp.",NA,1,NA,NA,"GEI Consultants Inc."
"639bf65f-b76c-4b0d-8ed6-5ed31bc9e6b6","D05","CRAM","CRAM.AOS.outlet","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513.SCHINDLERPATALAS.1",NA,"Chydorus sphaericus",NA,1,NA,NA,"GEI Consultants Inc."
"40e22c75-0da2-4dea-80e3-071436b271ab","D05","CRAM","CRAM.AOS.buoy.c0","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.TOWNET.3",NA,"Mesocyclops edax",NA,1,NA,NA,"GEI Consultants Inc."
"0f242673-b21c-4b87-9202-72e447a64972","D05","CRAM","CRAM.AOS.buoy.c0","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.TOWNET.3",NA,"Keratella testudo",NA,1,NA,NA,"GEI Consultants Inc."
"35f55fb1-3c57-4105-83b8-b4906d2e6dc0","D05","CRAM","CRAM.AOS.buoy.c0","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.TOWNET.3",NA,"Kellicottia bostoniensis",NA,1,NA,NA,"GEI Consultants Inc."
"da87771e-10c9-4016-83c4-3fb1d5d7567a","D05","CRAM","CRAM.AOS.buoy.c0","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.TOWNET.3",NA,"Holopedium gibberum",NA,1,NA,NA,"GEI Consultants Inc."
"92352205-0a65-45ce-a75a-97ad87bd4bf8","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Trichocerca cylindrica",NA,1,NA,NA,"GEI Consultants Inc."
"e83d9276-77ae-478c-9870-c669885e0c56","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Lecane luna",NA,1,NA,NA,"GEI Consultants Inc."
"1658c47e-430c-41b4-aaf3-e70c12965609","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Ceriodaphnia sp.",NA,1,NA,NA,"GEI Consultants Inc."
"5fd6f908-eeff-4ff8-9b6c-c4ab7fc775dc","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Ploesoma triacanthum",NA,1,NA,NA,"GEI Consultants Inc."
"460246fd-9ee8-49b0-82e5-638f83cae147","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Asplanchna sp.",NA,1,NA,NA,"GEI Consultants Inc."
"e50c703c-39fe-4c69-8b85-5a27c8a15547","D05","CRAM","CRAM.AOS.inlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.2",NA,"Diaphanosoma sp.",NA,1,NA,NA,"GEI Consultants Inc."
"4fb66e7a-2819-42f7-bfd2-3680630bb8e1","D05","CRAM","CRAM.AOS.outlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.1",NA,"Notommata sp.",NA,1,NA,NA,"GEI Consultants Inc."
"e8250076-b1dc-4446-9b80-dc36d9131a39","D05","CRAM","CRAM.AOS.outlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.1",NA,"Diacyclops thomasi",NA,1,NA,NA,"GEI Consultants Inc."
"6396f7f8-9c95-40bc-9719-efa6621db8ce","D05","CRAM","CRAM.AOS.outlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.1",NA,"Sida crystallina",NA,1,NA,NA,"GEI Consultants Inc."
"18cfcec4-ca98-4d7c-bb32-b8f6a63551b0","D05","CRAM","CRAM.AOS.outlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.1",NA,"Macrothrix sp.",NA,1,NA,NA,"GEI Consultants Inc."
"8373e205-f1da-4e66-8823-bec51ebaee24","D05","CRAM","CRAM.AOS.outlet","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713.SCHINDLERPATALAS.1",NA,"Acroperus harpae",NA,1,NA,NA,"GEI Consultants Inc."
"70792d7e-ac14-4b16-b9eb-59bf7e30644c","D05","CRAM","CRAM.AOS.inlet","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914.SCHINDLERPATALAS.2",NA,"Keratella taurocephala",NA,1,NA,NA,"GEI Consultants Inc."
"e9b2dae9-531f-4523-9a2c-811e2349e80e","D05","CRAM","CRAM.AOS.inlet","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914.SCHINDLERPATALAS.2",NA,"Eubosmina tubicen",NA,1,NA,NA,"GEI Consultants Inc."
"8077ac5e-6e83-45c9-9704-1ee5a7f5631b","D05","CRAM","CRAM.AOS.outlet","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914.SCHINDLERPATALAS.1",NA,"Trichocerca multicrinis",NA,1,NA,NA,"GEI Consultants Inc."
"6a6ada79-127f-4cce-b27b-aeefdd33f4fd","D05","CRAM","CRAM.AOS.outlet","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914.SCHINDLERPATALAS.1",NA,"Polyarthra sp.",NA,1,NA,NA,"GEI Consultants Inc."
"bbbced49-752b-4f0f-8939-e39cc59aa875","D05","CRAM","CRAM.AOS.buoy.c0","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.TOWNET.3",NA,"Tropocyclops prasinus mexicanus",NA,1,NA,NA,"GEI Consultants Inc."
"ed94c84b-1b14-4e0b-9b07-42d17b61f382","D05","CRAM","CRAM.AOS.buoy.c0","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.TOWNET.3",NA,"Daphnia catawba",NA,1,NA,NA,"GEI Consultants Inc."
"fd30b78b-618c-451c-a0bd-2aeaf6f46df9","D05","CRAM","CRAM.AOS.inlet","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.SCHINDLERPATALAS.2",NA,"Trichotria tetractis",NA,1,NA,NA,"GEI Consultants Inc."
"c2678e75-5c62-44e9-ad77-ca89d783f7c6","D05","CRAM","CRAM.AOS.inlet","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.SCHINDLERPATALAS.2",NA,"Alona guttata",NA,1,NA,NA,"GEI Consultants Inc."
"56e4dcc6-9667-4d29-ad66-47aa3de4d362","D05","CRAM","CRAM.AOS.inlet","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.SCHINDLERPATALAS.2",NA,"Keratella serrulata curvicornis",NA,1,NA,NA,"GEI Consultants Inc."
"b8e3649b-6178-4433-b9f2-5503a31542f2","D05","CRAM","CRAM.AOS.outlet","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.SCHINDLERPATALAS.1",NA,"Disparalona acutirostris",NA,1,NA,NA,"GEI Consultants Inc."
"6386a7a0-59c5-47ff-b9ad-f5c617bb2482","D05","CRAM","CRAM.AOS.outlet","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429.SCHINDLERPATALAS.1",NA,"Leptodiaptomus minutus",NA,1,NA,NA,"GEI Consultants Inc."
"aac7cef7-1473-4aa7-9153-7a5b1917350e","D05","CRAM","CRAM.AOS.buoy.c0","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.TOW NET.3",NA,"Asplanchna brightwellii","",NA,NA,NA,"EcoAnalysts Inc."
"7a2e3261-a6fe-465e-b590-5992de94ce75","D05","CRAM","CRAM.AOS.inlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.2",NA,"Ostracoda sp.","",NA,NA,NA,"EcoAnalysts Inc."
"05894753-d8a4-4605-ae9e-73d8380bcae5","D05","CRAM","CRAM.AOS.buoy.c0","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.TOW NET.3",NA,"Ploesoma lenticulare","",NA,NA,NA,"EcoAnalysts Inc."
"544327af-b2d8-486c-88bc-e76e4b5af454","D05","CRAM","CRAM.AOS.inlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.2",NA,"Synchaeta sp.","",NA,NA,NA,"EcoAnalysts Inc."
"9795be7d-51e6-4b7f-a4b8-71f725ce8281","D05","CRAM","CRAM.AOS.inlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.2",NA,"Monostyla lunaris","",NA,NA,NA,"EcoAnalysts Inc."
"3e43489a-b9c4-4508-80c5-eb9e834a9c53","D05","CRAM","CRAM.AOS.buoy.c0","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.TOW NET.3",NA,"Filinia longiseta","",NA,NA,NA,"EcoAnalysts Inc."
"c007389e-f014-4100-a939-bf040b50481d","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Asplanchna herrickii","",NA,NA,NA,"EcoAnalysts Inc."
"e081e5d4-694f-4d0e-97c6-79b449993905","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Polyphemus pediculus","",NA,NA,NA,"EcoAnalysts Inc."
"6a9ce378-4a62-4716-bf7d-28571106dfff","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Keratella taurocephala","",NA,NA,NA,"EcoAnalysts Inc."
"68400bc8-60de-49be-98e9-0f8fbcc996bd","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Eubosmina tubicen","",NA,NA,NA,"EcoAnalysts Inc."
"d57b0a27-9919-4391-b071-e21d4e1aaa72","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Acroperus harpae","",NA,NA,NA,"EcoAnalysts Inc."
"90e69ecc-339d-4662-9007-281909735f15","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Copepoda sp.","nauplii",NA,NA,NA,"EcoAnalysts Inc."
"30fbe2e2-35ff-4516-b948-378ac8a75294","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Macrothricidae sp.","",NA,NA,NA,"EcoAnalysts Inc."
"906c3e74-1c5b-4933-8cfa-188a4f4da415","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Euchlanis sp.","",NA,NA,NA,"EcoAnalysts Inc."
"cfe9b225-fe73-46ff-a86b-2963f9e126e0","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Tropocyclops prasinus mexicanus","",NA,NA,NA,"EcoAnalysts Inc."
"5cba7787-258a-4941-8b06-0e385e4942e2","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Polyarthra sp.","",NA,NA,NA,"EcoAnalysts Inc."
"762d04a2-f275-447d-9dec-b63719215f23","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Bosmina longirostris","",NA,NA,NA,"EcoAnalysts Inc."
"d713d33e-1e8c-4b0e-8da7-641571b9069c","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Holopedium gibberum","",NA,NA,NA,"EcoAnalysts Inc."
"dcbaf84b-45c3-43ac-be13-82a45060312a","D05","CRAM","CRAM.AOS.outlet","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713.SCHINDLER.1",NA,"Trichocerca sp.","",NA,NA,NA,"EcoAnalysts Inc."
"13f30dfd-7476-4ac0-8c22-1d075d08c92b","D05","CRAM","CRAM.AOS.buoy.c0","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.TOW NET.3",NA,"Daphnia sp.","",NA,NA,NA,"EcoAnalysts Inc."
"403eef34-4fb6-4686-b870-bd3366086102","D05","CRAM","CRAM.AOS.buoy.c0","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.TOW NET.3",NA,"Kellicottia bostoniensis","",NA,NA,NA,"EcoAnalysts Inc."
"b042e4d3-d043-486c-b71c-e8ccb122b6dd","D05","CRAM","CRAM.AOS.buoy.c0","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.TOW NET.3",NA,"Chaoborus sp.","",NA,NA,NA,"EcoAnalysts Inc."
"b05a15c8-809e-4eff-801f-7d984c0fe63a","D05","CRAM","CRAM.AOS.buoy.c0","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.TOW NET.3",NA,"Kellicottia longispina","",NA,NA,NA,"EcoAnalysts Inc."
"5389b9b9-d93c-4997-b08a-40e120baaf40","D05","CRAM","CRAM.AOS.buoy.c0","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.TOW NET.3",NA,"Diaphanosoma sp.","",NA,NA,NA,"EcoAnalysts Inc."
"38f0048f-e96e-4571-ad8b-d4c9076cd93f","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Calanoida sp.","copepodites",NA,NA,NA,"EcoAnalysts Inc."
"13ef4a34-970f-465b-ba30-9ec1a818ba21","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Cyclopoida sp.","copepodites",NA,NA,NA,"EcoAnalysts Inc."
"945743ea-2e4f-4ca2-9e79-f53a76d6c4fb","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Chydoridae sp.","",NA,NA,NA,"EcoAnalysts Inc."
"28a01cea-4a77-43e3-b65d-a6d71164fc59","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Ascomorpha ecaudis","",NA,NA,NA,"EcoAnalysts Inc."
"3adaa56d-d096-422c-956a-a95f4e247f44","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Keratella crassa","",NA,NA,NA,"EcoAnalysts Inc."
"335742e3-7743-4ab2-b7f2-16132678abe3","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Conochilus unicornis","",NA,NA,NA,"EcoAnalysts Inc."
"4d2de1e6-fbe6-4834-8ff0-48d4e9278146","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Chydorus sphaericus","",NA,NA,NA,"EcoAnalysts Inc."
"4107534d-543c-4204-8925-8e9ddb1d3e65","D05","CRAM","CRAM.AOS.outlet","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919.SCHINDLER.1",NA,"Leptodiaptomus minutus","",NA,NA,NA,"EcoAnalysts Inc."
"dff621e5-9148-49e6-9ccf-20570230a73c","D09","PRLA","PRLA.AOS.outlet","2014-09-25T17:00Z","2014-09-25T17:00Z","PRLA.20140925.SCHINDLER.1",NA,"Leptodiaptomus siciloides",NA,1,NA,NA,"GEI Consultants Inc."
"ce032d93-46fb-4702-be54-942c3a76ed3c","D09","PRLA","PRLA.AOS.outlet","2014-09-25T17:00Z","2014-09-25T17:00Z","PRLA.20140925.SCHINDLER.1",NA,"Cephalodella gibba",NA,1,NA,NA,"GEI Consultants Inc."
"906b2ece-e491-45b1-8789-1eb132f2af82","D09","PRLA","PRLA.AOS.outlet","2014-09-25T17:00Z","2014-09-25T17:00Z","PRLA.20140925.SCHINDLER.1",NA,"Mesocyclops edax",NA,1,NA,NA,"GEI Consultants Inc."
"89d79bab-cfc7-4669-a811-1c8fa1067473","D09","PRLA","PRLA.AOS.outlet","2014-09-25T17:00Z","2014-09-25T17:00Z","PRLA.20140925.SCHINDLER.1",NA,"Keratella cochlearis",NA,1,NA,NA,"GEI Consultants Inc."
"15b33eb9-a534-4125-aa03-f2f92e7ec618","D09","PRLA","PRLA.AOS.inlet","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.SCHINDLER.1",NA,"Brachionus angularis",NA,NA,NA,NA,"EcoAnalysts Inc."
"9670cd45-4ff1-4c7f-a83c-1bffcce2a02e","D09","PRLA","PRLA.AOS.inlet","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.SCHINDLER.1",NA,"Keratella quadrata",NA,NA,NA,NA,"EcoAnalysts Inc."
"b4461dec-4261-40d0-b723-5c80185f7d7c","D09","PRLA","PRLA.AOS.inlet","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.SCHINDLER.1",NA,"Keratella testudo",NA,NA,NA,NA,"EcoAnalysts Inc."
"5f5e2417-96fd-4788-9d10-f268a6d300f5","D09","PRLA","PRLA.AOS.inlet","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.SCHINDLER.1",NA,"Brachionus sp.",NA,NA,NA,NA,"EcoAnalysts Inc."
"d23a5988-fac2-4e7d-a7a4-3d86b5b952f0","D09","PRLA","PRLA.AOS.inlet","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.SCHINDLER.1",NA,"Keratella cochlearis",NA,NA,NA,NA,"EcoAnalysts Inc."
"85406fb5-baa6-4be0-8d9d-1aa1e34aa3ef","D09","PRLA","PRLA.AOS.buoy.c0","2015-05-12T17:00Z","2015-05-12T17:00Z","PRLA.20150512.TOW NET.2",NA,"Diacyclops thomasi",NA,NA,NA,NA,"EcoAnalysts Inc."
"5c77ae18-963e-4dbd-b624-c737774c02d3","D09","PRPO","PRPO.AOS.buoy.c0","2014-09-23T17:00Z","2014-09-23T17:00Z","PRPO.20140923.TOW.3",NA,"Pompholyx sp.",NA,1,NA,NA,"GEI Consultants Inc."
"6c6d48dd-b6ae-4583-91e5-b57c1d8129e3","D09","PRPO","PRPO.AOS.inlet","2014-09-23T17:00Z","2014-09-23T17:00Z","PRPO.20140923.SCHINDLER.1",NA,"Polyarthra sp.",NA,1,NA,NA,"GEI Consultants Inc."
"a1daf89f-8e83-49ad-bfbb-18821ed98d2d","D09","PRPO","PRPO.AOS.inlet","2014-09-23T17:00Z","2014-09-23T17:00Z","PRPO.20140923.SCHINDLER.1",NA,"Daphnia ambigua",NA,1,NA,NA,"GEI Consultants Inc."
"ba9912df-fbd3-4857-b152-80ed51644762","D09","PRPO","PRPO.AOS.outlet","2014-09-23T17:00Z","2014-09-23T17:00Z","PRPO.20140923.SCHINDLER.2",NA,"Ceriodaphnia dubia",NA,1,NA,NA,"GEI Consultants Inc."
"6d3affb1-9a76-42ef-9bd1-a23dbadfef4f","D09","PRPO","PRPO.AOS.outlet","2014-09-23T17:00Z","2014-09-23T17:00Z","PRPO.20140923.SCHINDLER.2",NA,"Lecane luna",NA,1,NA,NA,"GEI Consultants Inc."
"b49750f6-dafd-4547-bf37-c8e63b24176c","D09","PRPO","PRPO.AOS.inlet","2016-09-12T17:00Z","2016-09-12T17:00Z","PRPO.20160912.SCHINDLER.1",NA,"Acanthocyclops robustus",NA,NA,NA,NA,"EcoAnalysts Inc."
"b3cd5d31-dce0-42e6-91f0-e190a408afa1","D18","TOOK","TOOK.AOS.inlet","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.SCHINDLER.3",NA,"Rotifera sp.","",NA,NA,NA,"EcoAnalysts Inc."
"3ba3e93c-ba6f-46ac-8a62-0b36ca3cf297","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Conochilus unicornis","",NA,NA,NA,"EcoAnalysts Inc."
"c7732da9-3450-44a4-b6a4-baf6d4cb17ab","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Polyarthra sp.","",NA,NA,NA,"EcoAnalysts Inc."
"789f6352-78f1-4b87-8f35-50430f76587b","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Cyclops strenuus","",NA,NA,NA,"EcoAnalysts Inc."
"c8a7fa1f-5999-4935-ad78-78c337a8027d","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Cyclopoida sp.","copepodites",NA,NA,NA,"EcoAnalysts Inc."
"e587f43a-09e3-43d1-8235-d9f65395a199","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Collotheca sp.","",NA,NA,NA,"EcoAnalysts Inc."
"f152bb73-b65f-4976-a0ef-7273bfb353c3","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Eubosmina longispina","",NA,NA,NA,"EcoAnalysts Inc."
"555c3723-12df-4b5a-b1c2-d9c041301999","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Kellicottia longispina","",NA,NA,NA,"EcoAnalysts Inc."
"216c9780-917e-487b-a89d-e5ed26c2c8e9","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Heterocope septentrionalis","",NA,NA,NA,"EcoAnalysts Inc."
"c8129656-7b8b-4804-92e9-fbc7f9ba59fe","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Leptodiaptomus pribilofensis","",NA,NA,NA,"EcoAnalysts Inc."
"c0a22774-cfcb-4b0f-8d8a-7b6c242875d7","D18","TOOK","TOOK.AOS.inlet","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.SCHINDLER.3",NA,"Testudinella sp.","",NA,NA,NA,"EcoAnalysts Inc."
"00d77d8b-999b-4df4-8d61-3ecabd08e9af","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Copepoda sp.","nauplii",NA,NA,NA,"EcoAnalysts Inc."
"ea433498-60b1-4986-9258-3b6327c27c20","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Daphnia longiremis","",NA,NA,NA,"EcoAnalysts Inc."
"ce2aa721-0f80-44b2-96a0-48acc76e5ddf","D18","TOOK","TOOK.AOS.buoy.c0","2016-08-10T20:00Z","2016-08-10T20:00Z","TOOK.20160810.TOW NET.1",NA,"Keratella cochlearis","",NA,NA,NA,"EcoAnalysts Inc."
